,位置,名称,建筑面积(平方米),总价（元）,户型,朝向,楼层,每平米售价（元）,装修情况
229,海珠,金豪嘉苑 滨江东路高层三房带主套住宅急售500万,90,5000000,3室2厅,北,高层/26层,55556,精
230,番禺,祈福水城 采光充足   通透性好,80.77,2350000,2室2厅,西北,高层/11层,29095,精
231,番禺,水韵蓝湾 2房高层东南向 舒适如新 拎包入住,78.04,1900000,2室2厅,南,高层/17层,24346,精
232,黄埔,黄埔花园 精装3室 视野宽阔 空间超大,90.18,3880000,3室2厅,西北,高层/24层,43025,精
233,番禺,北京区 南国奥园北京区，精装三房，南北对流，双地铁,103,3750000,3室2厅,南,中层/6层,36408,精
234,天河,华景锦苑 精修舒适4房新装修未入住安静望花园南北通透,143,9800000,4室2厅,南,高层/30层,68531,精
235,番禺,越秀可逸江畔 急售 豪装 带主套 带番中附小学校 随时约,88.77,3100000,2室2厅,西北,高层/13层,34922,精
236,海珠,工业大道中路 出门就是地铁站 采光通风好 南北对流 高实用率,57.27,1500000,2室1厅,南,中层/6层,26192,普通
237,海珠,愉景南苑礼贤轩 大三房带主套 难得的长10宽6米的客厅 尽显舒适,120,6200000,3室2厅,北,高层/19层,51667,精
238,番禺,"锦绣半岛 19图 锦绣半岛 三房,视野开阔 价格实惠 ",95,3300000,3室2厅,北,低层/23层,34737,精
239,番禺,裕福花园 高层南向风大 厅大房大 园中望园景,120,3600000,3室2厅,西南,中层/19层,30000,普通
240,番禺,绿庭雅苑 首付50万，三房带主套，入读省一级学校，抢房来电,92.77,2200000,3室2厅,东,高层/7层,23715,精
241,番禺,福宁园 南北对流四房 业主换房急卖 位置采光非常棒 实景照,149.1,2900000,4室2厅,南,高层/8层,19450,精
242,番禺,喜盈雅境 南向3房 视野开阔 采光通风好 带超大阳台 性价比,132,4200000,3室2厅,北,中层/11层,31818,豪华
243,番禺,雅居乐锦官城 雅居乐锦官城精装四房带三个阳台彰显尊贵典范,140,3800000,4室2厅,西南,低层/18层,27143,精
244,海珠,保利花园 超大小区 高质量小区 三房装修保养好,85,4300000,3室1厅,西南,中层/11层,50588,普通
245,番禺,桥景园 桥南电梯两房实验学毛坯房,68,1680000,2室2厅,南,低层/18层,24706,毛坯
246,天河,加拿大花园 电梯两房，保养新 拎包可入住 安静不吵,70,2960000,2室2厅,东,低层/22层,42286,普通
247,番禺,金沙御苑 毛坯可以随意装修 正南 大三房 中层,124,3480000,3室2厅,南,中层/24层,28065,毛坯
248,天河,加拿大花园 交通方便 总价不高 电梯3房 ,104,4300000,3室2厅,西,低层/22层,41346,普通
249,番禺,荷景一区 南北通透 换房快来,147,2300000,3室2厅,南北,高层/8层,15646,普通
250,番禺,流金岁月 中层南向毛皮 豪宅 超值 格局方正 通风采光 诚意,200,5300000,4室2厅,南,低层/24层,26500,毛坯
251,番禺,德字楼 丽字视环境优美 适宜居住 人文素质高 物业管理完善,66.9,2000000,2室2厅,南,中层/21层,29895,精
252,番禺,华景新城 急售 实房实价带空中复式花园 装修新净 交通便利,129.1,3000000,4室2厅,北,高层/7层,23238,精
253,黄埔,黄埔花园 精装两房 安静不吵格局靓 大型小区带怡园小学笋盘,91,4050000,2室2厅,东南,低层/20层,44505,精
254,番禺,锦绣半岛 温馨4房 花园复式,95,5300000,4室2厅,北,低层/19层,55789,精
255,番禺,锦绣半岛 望花园新静好房   南北对流   装修保养好,166,4380000,4室2厅,北,中层/26层,26386,精
256,番禺,珊瑚湾畔 4房2厅二卫,198,7500000,4室2厅,南北,中层/33层,37879,精
257,番禺,朗陶居 3房2厅 108平 精装装修 东南,108,2510000,3室2厅,东南,高层/7层,23241,精
258,番禺,锦绣半岛 江景大房  望江望花园  采光度高 南北对流,324,9500000,5室2厅,南,高层/28层,29321,精
259,番禺,锦绣半岛 锦绣半岛  南北对流三房 ,118,3300000,3室2厅,西,低层/26层,27966,精
260,番禺,朗陶居 豪华装修，配套成熟,116,2860000,3室2厅,南,高层/7层,24655,豪华
261,番禺,湖景居 祈福新村湖景居 三房一卫 靠近湖边 位置安静  ,80,2250000,3室2厅,南,高层/4层,28125,普通
262,番禺,C区第18街 精致两房 业主自住 保养好 急售,67,1650000,2室2厅,南,中层/4层,24627,普通
263,番禺,锦绣半岛 东南向电梯楼低楼层精致三房花园人工湖好景,95,3550000,3室2厅,东南,低层/31层,37368,精
264,天河,君玥花园 红本在手，温馨三房,133.77,14500000,3室2厅,西,中层/30层,108395,普通
265,天河,中海花城湾 稀有房 终于放出 高层正南 超靓4房 望花园望水,178,20000000,4室2厅,南,高层/30层,112360,精
266,番禺,海天花园 实用3三房，光线好,81,2300000,3室2厅,南,中层/4层,28395,精
267,番禺,时代外滩 5房2厅  268平方 高层望江 大户型  ,268,15000000,5室2厅,南,高层/29层,55970,精
268,天河,中海康城 客厅 卧室全南向 厅出阳台 精装修 即买即住 免税,81,3700000,2室1厅,南,中层/12层,45679,精
269,番禺,海天花园 实用三房 采光充足 业主诚心放卖,82.3,2300000,3室2厅,南,中层/4层,27947,普通
270,番禺,花样年华  精装修三房 户型方正 东南向   单证出售,91,3430000,3室2厅,东南,高层/17层,37692,精
271,番禺,福景园 普装三房两厅，看上速联,79,1980000,3室2厅,南,高层/8层,25063,普通
272,天河,加拿大花园 三房带主套。十年成熟配套，,103,4100000,3室2厅,东北,低层/22层,39806,普通
273,番禺,锦绣半岛 温馨小三房 南北对流 望江望花园,94,3500000,3室2厅,北,中层/23层,37234,精
274,番禺,敏捷金月湾 一线江景房   南北对流   ,141,5000000,3室2厅,西,低层/18层,35461,精
275,天河,华景新城芳满庭园 中楼层 南向望华景里 通风透气 小区规模大,97,5800000,3室2厅,南,低层/36层,59794,普通
276,番禺,骏兴楼 低楼层 采光明亮 地段好 生活便利,70,1500000,3室1厅,东南,低层/7层,21429,精
277,番禺,富都城 近地铁南向中层温馨两房 安静舒适采光好 拎包入住,67,1570000,2室1厅,南,低层/8层,23433,普通
278,天河,信华经理人花园 精装修 通风 高层 ,85,5200000,2室2厅,南,低层/30层,61176,普通
279,番禺,东涌大街 精装修 可落户 近地铁  还犹豫什么 随时看房,84,1580000,3室2厅,南,中层/6层,18810,精
280,番禺,大东路 中层南向温馨三方 采光好 配套齐 可直接入住,98,1690000,3室2厅,南,中层/7层,17245,普通
281,天河,嘉裕公馆 新装修 中高楼层 南向安静看花园 少有放盘,166,17000000,3室2厅,南,低层/33层,102410,普通
282,番禺,雅居乐花园 雅居乐花园上善若水，精装四房,184,8200000,4室2厅,西北,中层/9层,44565,精
283,番禺,金沙湾花园 户型方正 超大赠送面积 ,183,3580000,5室2厅,东南,高层/6层,19563,普通
284,番禺,建兴大厦 新装修  地段好  方便看房,95,2480000,3室2厅,北,低层/17层,26105,精
285,黄埔,黄埔花园 方正南向两房 安静不吵 入读怡园 丰乐南站,84,3600000,2室2厅,南,中层/18层,42857,精
286,海珠,保利花园 采光户型好  周边配套设施齐全,81,5500000,3室2厅,北,低层/6层,67901,普通
287,黄埔,黄埔雅苑 南向三房 门口就是BRT 交通方便 房子南北对流,95,3700000,3室2厅,南北,低层/11层,38947,精
288,天河,华景新城陶然庭苑 南向四房南北对流采光好宽敞,134.47,8500000,4室2厅,南,高层/35层,63212,普通
289,番禺,城市花园 二楼单位,68,1900000,2室2厅,西南,中层/5层,27941,精
290,番禺,吉祥道  中楼层 价格超实惠 难得机会,91,2000000,3室2厅,西南,高层/7层,21978,精
291,番禺,流金岁月 桥南豪宅 海伦堡物业 望园景 高端大气漂亮,148,4300000,3室2厅,东南,中层/28层,29054,毛坯
292,番禺,喜盈雅境 豪华装修 拎包入住 视野好 靠近花园 次新小区 ,124.31,3500000,2室2厅,北,高层/12层,28155,豪华
293,天河,加拿大花园 急售410万，三房两厅，红本在手随时交易,99,3900000,3室2厅,西北,中层/22层,39394,普通
294,白云,金碧新城花园 白云黄石西 地铁8号线 侧出 豪装两房,70,2600000,2室1厅,南,低层/32层,37143,精
295,番禺,广州奥林匹克花园 实用两房 成熟社区 生活方便 值得你拥有,76,2760000,2室2厅,东南,低层/6层,36316,普通
296,天河,华景新城5期 户型方正 三房 带个大平台 通风采光好,88,5300000,3室2厅,东,中层/9层,60227,普通
297,番禺,朗陶居 花园中间位置 朗陶居二期 88平米3楼230万 ,88,2300000,3室2厅,北,中层/6层,26136,普通
298,番禺,华侨城 复式5房 大阳台 红本在手无抵押 家私家电齐全,247.76,4950000,5室2厅,南,高层/8层,19979,普通
299,番禺,华荟明苑 南向优惠2房,78.8,2980000,2室2厅,南,中层/6层,37817,精
300,天河,太阳新天地裕景花园 清晰无按揭 中楼层采光好 随时看房,69,4300000,1室1厅,北,中层/31层,62319,精
301,番禺,锦绣半岛 精装小三房   独栋望花园   南北对流好房,98,3500000,3室2厅,北,低层/25层,35714,精
302,天河,喜洋居  精装三房 户型方正 交通出行便利 ,86,4600000,3室1厅,北,高层/21层,53488,精
303,番禺,祈福水城 3房2厅153平普通装修北,153,3600000,3室2厅,东北,低层/11层,23529,普通
304,番禺,荔园地产中心 近地铁 精装修 在万博商 复式1房1厅 有钥匙看房,60.91,1600000,1室1厅,南,低层/14层,26268,精
305,黄埔,黄埔花园 精装三房 望园林景观 光线好,90.18,3850000,3室1厅,北,中层/25层,42692,普通
306,黄埔,金碧世纪花园 五期 大四房 南北对流 一手业主 ,203,8500000,4室2厅,南,低层/25层,41872,精
307,黄埔,金碧世纪花园 五期大三房 免装修 业主因工作调动 诚意出售,129,5200000,3室1厅,南,低层/25层,40310,普通
308,番禺,朗陶居 桥南 南向望小区 位置好 格局方正 急售！,86.5,2100000,3室2厅,北,高层/7层,24277,普通
309,天河,方圆月岛  珠江新城 超大三房 还能望江 房东诚心出售随时看,135,12800000,3室2厅,南,中层/46层,94815,精
310,番禺,万科欧泊 万博商务区旁 出租无忧 收益稳定 平层单间  ,39,1200000,1室0厅,西,高层/10层,30769,精
311,番禺,康富花园 地铁旁  南北通透  楼层低,104.5,2500000,3室2厅,南,中层/7层,23923,普通
312,番禺,敏捷锦绣世家 毛坯 二房 南向 小区 不靠路望花园 配套完善,83,2150000,2室2厅,北,中层/18层,25904,毛坯
313,海珠,南景园 家私齐全 空气 光线好 ,77,3380000,2室2厅,西北,低层/18层,43896,精
314,天河,岳洲路 舒适户型 阳光灿烂 鸟语花香 价格适中,83,4600000,3室1厅,西南,高层/9层,55422,普通
315,天河,加拿大花园 生活便利 花园小区 方正户型  业主好说话,84.37,3800000,2室1厅,西南,高层/28层,45040,精
316,番禺,中海蓝湾 一线江景精装三房价格美丽环境优美品质的象征,130,6000000,3室2厅,北,高层/36层,46154,精
317,天河,华景新城泽晖苑 户型方正，安静小区，住家优先考虑之地，看房方便,84,4600000,2室2厅,北,高层/9层,54762,精
318,番禺,喜盈雅境 电梯中层南向，大四房毛坯望园区采光好,180,5500000,4室2厅,南,中层/12层,30556,普通
319,番禺,航运新村 房型正一梯两户两房朝南近地铁,66,1980000,2室1厅,西北,高层/6层,30000,普通
320,番禺,雅居乐花园 高楼层 装修保养好 东南向单位 住家手选,154,5700000,4室2厅,东南,高层/11层,37013,精
321,番禺,康乐园 二房 精致装修 保养新净 成熟小区 配套完善,91,2400000,2室2厅,南,高层/7层,26374,普通
322,海珠,翠城花园 69方正规大一房，可改两房，东南靓向，省级学校,69,3450000,1室2厅,东,高层/29层,50000,普通
323,番禺,华侨城 大型小区  精装保养二房  交通方便  配套完善,68.7,1600000,2室1厅,西,中层/8层,23290,普通
324,番禺,汇景大道 首付低， 买房送家家私 成熟商圈旁 满5年有产权。,65.4,1750000,3室1厅,南,低层/6层,26758,精
325,天河,隽峰苑 南向三房  南面无挡  价格到位 姿势都会,88,8500000,3室2厅,南,高层/32层,96591,精
326,番禺,奥园养生广场 用首付的钱安家广州，奥园公寓,36.34,670000,1室0厅,南,高层/29层,18437,精
327,番禺,雅居乐锦官城 颜值三房 温馨舒适 价格实惠 信者的优势   ,109,3100000,3室2厅,南,中层/18层,28440,毛坯
328,番禺,东苑小区 近番禺广场  大方数  精装修 配套完善 看房方便,80,1400000,2室1厅,南,中层/8层,17500,精
329,天河,加拿大花园 二房带尊贵平台 电梯地铁口房  两房东向 免税,77,3400000,2室2厅,西南,低层/25层,44156,普通
330,番禺,敏捷锦绣世家 新装两房   配套齐全 业主保养好 方便看房,81.5,2200000,2室2厅,西北,低层/18层,26994,精
331,番禺,繁华路 普装三房两厅，看上速联,81,1680000,3室2厅,东南,高层/8层,20741,普通
332,番禺,北丽园 三房两厅 四大阳台  近易发街 繁华盛世,110,2380000,3室2厅,南,高层/7层,21636,精
333,番禺,侨基花园 精装三房，近地铁，交通便利，视野好，配套完善,83,2020000,3室2厅,西北,高层/33层,24337,普通
334,海珠,晓燕湾 地铁旁电梯两房 双阳台 采光通风好 保养新净,70.47,3000000,2室2厅,东,高层/10层,42571,普通
335,番禺,华荟明苑 2房1厅 78.9平 精装装修 北,79,2800000,2室1厅,北,低层/11层,35443,精
336,番禺,奥园养生广场 不限购 商住两用 不限贷 环境优美,36,650000,1室0厅,南,中层/29层,18056,精
337,黄埔,金隆园 金隆园 电梯两房 格局方正实用,61.5,2210000,2室2厅,东,高层/18层,35935,普通
338,天河,财富世纪广场 商住两用，租金回报可观，周边配套成熟，即买即收租,84,3500000,1室1厅,北,低层/28层,41667,精
339,番禺,锦绣半岛 靓单位靓楼层望江望花园户型格局非常方正,126,4800000,3室2厅,西北,中层/30层,38095,精
340,黄埔,骏鸿花园 南北通透，户外风景优美，是您不悔的选择。,120.71,4250000,3室2厅,东南,高层/6层,35208,精
341,白云,祥景花园 超实用三房 格局方正 绿化好 近地铁,81,2100000,3室1厅,南,高层/9层,25926,普通
342,天河,广工大五山教师村 电梯三房带主套，使用率很高，户型方正,105,5650000,3室2厅,东北,高层/9层,53810,普通
343,天河,华景新城3期 绿茵居 实用大三房 可以改四房 低单价 业主诚心售,103,4200000,3室2厅,西北,高层/9层,40777,普通
344,番禺,柏丽甜果 精装修3房2套打通,58.15,780000,3室2厅,南,高层/21层,13414,精
345,天河,五山花园五期 方正三房，楼层高视野好,83,5200000,3室2厅,西南,高层/16层,62651,普通
346,黄埔,新安苑 两房两厅格局方正楼下就是大沙东口,71,2050000,2室2厅,西,中层/9层,28873,普通
347,番禺,流金岁月 精装3房 繁华地段 交通方便 业主急售,146,4300000,3室2厅,东北,低层/26层,29452,普通
348,番禺,雍逸华庭 临近地铁 配套齐全 格局方正,158,3800000,3室2厅,南北,高层/15层,24051,毛坯
349,番禺,西城花园 高层大三房 单价低 临近地铁 繁华地段 应有尽有,108,1880000,3室2厅,南,高层/7层,17407,普通
350,白云,金碧新城花园 精装大三房带主套 采光通风好 业主自主 急售满五,93,3620000,3室1厅,南,高层/11层,38925,普通
351,番禺,市桥解放路 温馨二房 精装修 户型方正 交通方便 配套完善,57,1000000,2室2厅,南,高层/6层,17544,精
352,天河,粤海丽江花园 南面一排 视线无挡 可以马上交易,237,19000000,5室2厅,南,高层/45层,80169,精
353,黄埔,黄埔花园  精装大3室 观湖房 全明户型 免高税,88,4400000,3室2厅,西南,中层/20层,50000,普通
354,番禺,雅居乐花园 一尺山居精装修小户型,79,2950000,2室2厅,东,低层/23层,37342,普通
355,番禺,倚云居 保养新 一楼温馨三房 带60方超大阳台 真实图片,115,3700000,3室2厅,北,低层/26层,32174,精
